,month,market_cap,mkt,smb,vmg,alpha,beta_mkt,beta_smb,beta_vmg,r_squared,r_squared_adj,t_alpha
26,2009-03,"[-0.007456232133571, 0.0311438960640078, -0.036201191275511, -0.015734340918411, -0.0058608999611235, 0.0330928350094442, -0.0234694310135706, 0.0192450872295243, -0.0042914193451794, 0.0238759195081917]","[-0.2011687283788817, 0.0245223148694477, -0.1371299187434369, -0.034710828880859, -0.2411735213477631, 0.111740002973239, -0.0068522202684895, 0.1043938702996081, 0.0599146818700589, 0.1601427993086351]","[-0.0579213799350082, 0.0693183870341682, -0.1135653509065898, -0.0536359008238359, -0.0344952075498972, 0.0715603436721536, 0.0863211187231681, 0.0848321881565462, 0.0121564397212149, 0.0365213711852111]","[-0.0349223806925531, -0.0192678222664743, 0.0213226523415907, -0.0851693727538025, -0.0521913793763831, -0.0909216348790088, -0.0223130603746692, 0.0309818423202391, -0.0755758437769135, -0.0811740987336451]",-0.0038011754403647806,0.04016319671377264,0.17092337610775354,-0.10144882954768267,0.5336057958604472,0.3004086937906708,-0.386942215422667
27,2009-04,"[0.0311438960640078, -0.036201191275511, -0.015734340918411, -0.0058608999611235, 0.0330928350094442, -0.0234694310135706, 0.0192450872295243, -0.0042914193451794, 0.0238759195081917, -0.0005931226766004]","[0.0245223148694477, -0.1371299187434369, -0.034710828880859, -0.2411735213477631, 0.111740002973239, -0.0068522202684895, 0.1043938702996081, 0.0599146818700589, 0.1601427993086351, 0.0545735484819486]","[0.0693183870341682, -0.1135653509065898, -0.0536359008238359, -0.0344952075498972, 0.0715603436721536, 0.0863211187231681, 0.0848321881565462, 0.0121564397212149, 0.0365213711852111, 0.0335942265270312]","[-0.0192678222664743, 0.0213226523415907, -0.0851693727538025, -0.0521913793763831, -0.0909216348790088, -0.0223130603746692, 0.0309818423202391, -0.0755758437769135, -0.0811740987336451, 0.0487299525072381]",-0.004777334449750369,0.05836043191132979,0.1688151381658529,-0.09489808379871738,0.5590337762135044,0.3385506643202565,-0.6117747206790815
28,2009-05,"[-0.036201191275511, -0.015734340918411, -0.0058608999611235, 0.0330928350094442, -0.0234694310135706, 0.0192450872295243, -0.0042914193451794, 0.0238759195081917, -0.0005931226766004, -0.0133495361119674]","[-0.1371299187434369, -0.034710828880859, -0.2411735213477631, 0.111740002973239, -0.0068522202684895, 0.1043938702996081, 0.0599146818700589, 0.1601427993086351, 0.0545735484819486, 0.0691050522166995]","[-0.1135653509065898, -0.0536359008238359, -0.0344952075498972, 0.0715603436721536, 0.0863211187231681, 0.0848321881565462, 0.0121564397212149, 0.0365213711852111, 0.0335942265270312, 0.0033466052420127]","[0.0213226523415907, -0.0851693727538025, -0.0521913793763831, -0.0909216348790088, -0.0223130603746692, 0.0309818423202391, -0.0755758437769135, -0.0811740987336451, 0.0487299525072381, -0.0233601191357245]",-0.00862119446218441,0.060821918141154147,0.13796639262426724,-0.11204828330530711,0.5633116665733575,0.3449674998600363,-1.2546594430127467
29,2009-06,"[-0.015734340918411, -0.0058608999611235, 0.0330928350094442, -0.0234694310135706, 0.0192450872295243, -0.0042914193451794, 0.0238759195081917, -0.0005931226766004, -0.0133495361119674, 0.147567051772489]","[-0.034710828880859, -0.2411735213477631, 0.111740002973239, -0.0068522202684895, 0.1043938702996081, 0.0599146818700589, 0.1601427993086351, 0.0545735484819486, 0.0691050522166995, 0.1535162491060753]","[-0.0536359008238359, -0.0344952075498972, 0.0715603436721536, 0.0863211187231681, 0.0848321881565462, 0.0121564397212149, 0.0365213711852111, 0.0335942265270312, 0.0033466052420127, -0.0380053551365634]","[-0.0851693727538025, -0.0521913793763831, -0.0909216348790088, -0.0223130603746692, 0.0309818423202391, -0.0755758437769135, -0.0811740987336451, 0.0487299525072381, -0.0233601191357245, 0.0516487507436096]",0.023424241638531386,0.2542605529132723,-0.4619026543186968,0.3001977898914442,0.550608303079009,0.3259124546185135,1.4030036947717883
30,2009-07,"[-0.0058608999611235, 0.0330928350094442, -0.0234694310135706, 0.0192450872295243, -0.0042914193451794, 0.0238759195081917, -0.0005931226766004, -0.0133495361119674, 0.147567051772489, 0.011473087351404]","[-0.2411735213477631, 0.111740002973239, -0.0068522202684895, 0.1043938702996081, 0.0599146818700589, 0.1601427993086351, 0.0545735484819486, 0.0691050522166995, 0.1535162491060753, 0.1734004019946289]","[-0.0344952075498972, 0.0715603436721536, 0.0863211187231681, 0.0848321881565462, 0.0121564397212149, 0.0365213711852111, 0.0335942265270312, 0.0033466052420127, -0.0380053551365634, -0.0718742578273867]","[-0.0521913793763831, -0.0909216348790088, -0.0223130603746692, 0.0309818423202391, -0.0755758437769135, -0.0811740987336451, 0.0487299525072381, -0.0233601191357245, 0.0516487507436096, -0.1421515283955506]",0.026946661624727253,0.194300706154546,-0.3998868969275059,0.3713625529007222,0.5087946652260696,0.2631919978391044,1.5046023799247694
31,2009-08,"[0.0330928350094442, -0.0234694310135706, 0.0192450872295243, -0.0042914193451794, 0.0238759195081917, -0.0005931226766004, -0.0133495361119674, 0.147567051772489, 0.011473087351404, 0.0130618013999709]","[0.111740002973239, -0.0068522202684895, 0.1043938702996081, 0.0599146818700589, 0.1601427993086351, 0.0545735484819486, 0.0691050522166995, 0.1535162491060753, 0.1734004019946289, -0.2043870795293113]","[0.0715603436721536, 0.0863211187231681, 0.0848321881565462, 0.0121564397212149, 0.0365213711852111, 0.0335942265270312, 0.0033466052420127, -0.0380053551365634, -0.0718742578273867, 0.0700290498307535]","[-0.0909216348790088, -0.0223130603746692, 0.0309818423202391, -0.0755758437769135, -0.0811740987336451, 0.0487299525072381, -0.0233601191357245, 0.0516487507436096, -0.1421515283955506, 0.036753210653119]",0.028597224323361314,0.18223622795678138,-0.31717110307956764,0.4150274697357939,0.4575834035519817,0.18637510532797252,1.3020228954861917
32,2009-09,"[-0.0234694310135706, 0.0192450872295243, -0.0042914193451794, 0.0238759195081917, -0.0005931226766004, -0.0133495361119674, 0.147567051772489, 0.011473087351404, 0.0130618013999709, -0.0130435474169337]","[-0.0068522202684895, 0.1043938702996081, 0.0599146818700589, 0.1601427993086351, 0.0545735484819486, 0.0691050522166995, 0.1535162491060753, 0.1734004019946289, -0.2043870795293113, 0.0511542107709733]","[0.0863211187231681, 0.0848321881565462, 0.0121564397212149, 0.0365213711852111, 0.0335942265270312, 0.0033466052420127, -0.0380053551365634, -0.0718742578273867, 0.0700290498307535, -0.0061307359685849]","[-0.0223130603746692, 0.0309818423202391, -0.0755758437769135, -0.0811740987336451, 0.0487299525072381, -0.0233601191357245, 0.0516487507436096, -0.1421515283955506, 0.036753210653119, 0.0341727029645552]",0.02021499099933781,0.15458165173326846,-0.3679026494754237,0.41595403402204684,0.420736540409795,0.1311048106146926,0.9428082500987218
33,2009-10,"[0.0192450872295243, -0.0042914193451794, 0.0238759195081917, -0.0005931226766004, -0.0133495361119674, 0.147567051772489, 0.011473087351404, 0.0130618013999709, -0.0130435474169337, 0.0025722033071918]","[0.1043938702996081, 0.0599146818700589, 0.1601427993086351, 0.0545735484819486, 0.0691050522166995, 0.1535162491060753, 0.1734004019946289, -0.2043870795293113, 0.0511542107709733, 0.0863372822809532]","[0.0848321881565462, 0.0121564397212149, 0.0365213711852111, 0.0335942265270312, 0.0033466052420127, -0.0380053551365634, -0.0718742578273867, 0.0700290498307535, -0.0061307359685849, 0.0410123606431124]","[0.0309818423202391, -0.0755758437769135, -0.0811740987336451, 0.0487299525072381, -0.0233601191357245, 0.0516487507436096, -0.1421515283955506, 0.036753210653119, 0.0341727029645552, -0.0118360056090305]",0.019968070467289347,0.14822314016492746,-0.38282522580225337,0.4155711401339978,0.37335166746728665,0.06002750120092992,0.927704076317502
34,2009-11,"[-0.0042914193451794, 0.0238759195081917, -0.0005931226766004, -0.0133495361119674, 0.147567051772489, 0.011473087351404, 0.0130618013999709, -0.0130435474169337, 0.0025722033071918, 0.0050904187874673]","[0.0599146818700589, 0.1601427993086351, 0.0545735484819486, 0.0691050522166995, 0.1535162491060753, 0.1734004019946289, -0.2043870795293113, 0.0511542107709733, 0.0863372822809532, 0.0816023651919649]","[0.0121564397212149, 0.0365213711852111, 0.0335942265270312, 0.0033466052420127, -0.0380053551365634, -0.0718742578273867, 0.0700290498307535, -0.0061307359685849, 0.0410123606431124, 0.0652918254509563]","[-0.0755758437769135, -0.0811740987336451, 0.0487299525072381, -0.0233601191357245, 0.0516487507436096, -0.1421515283955506, 0.036753210653119, 0.0341727029645552, -0.0118360056090305, -0.0433368812068614]",0.019506986520652574,0.15675396753410722,-0.3307214202852421,0.3971954442190776,0.3690453501043691,0.05356802515655368,0.88125472579486
35,2009-12,"[0.0238759195081917, -0.0005931226766004, -0.0133495361119674, 0.147567051772489, 0.011473087351404, 0.0130618013999709, -0.0130435474169337, 0.0025722033071918, 0.0050904187874673, 0.0004709675431467]","[0.1601427993086351, 0.0545735484819486, 0.0691050522166995, 0.1535162491060753, 0.1734004019946289, -0.2043870795293113, 0.0511542107709733, 0.0863372822809532, 0.0816023651919649, 0.0297446311441074]","[0.0365213711852111, 0.0335942265270312, 0.0033466052420127, -0.0380053551365634, -0.0718742578273867, 0.0700290498307535, -0.0061307359685849, 0.0410123606431124, 0.0652918254509563, 0.0047145019755575]","[-0.0811740987336451, 0.0487299525072381, -0.0233601191357245, 0.0516487507436096, -0.1421515283955506, 0.036753210653119, 0.0341727029645552, -0.0118360056090305, -0.0433368812068614, 0.0127490473053749]",0.014969041308046693,0.17239056401260705,-0.2900375984692649,0.38490363961674473,0.3316388448778208,-0.002541732683268849,0.6822393373271202
36,2010-01,"[-0.0005931226766004, -0.0133495361119674, 0.147567051772489, 0.011473087351404, 0.0130618013999709, -0.0130435474169337, 0.0025722033071918, 0.0050904187874673, 0.0004709675431467, 0.0100688587637342]","[0.0545735484819486, 0.0691050522166995, 0.1535162491060753, 0.1734004019946289, -0.2043870795293113, 0.0511542107709733, 0.0863372822809532, 0.0816023651919649, 0.0297446311441074, -0.0798570762712709]","[0.0335942265270312, 0.0033466052420127, -0.0380053551365634, -0.0718742578273867, 0.0700290498307535, -0.0061307359685849, 0.0410123606431124, 0.0652918254509563, 0.0047145019755575, 0.0632007918802313]","[0.0487299525072381, -0.0233601191357245, 0.0516487507436096, -0.1421515283955506, 0.036753210653119, 0.0341727029645552, -0.0118360056090305, -0.0433368812068614, 0.0127490473053749, -0.0191984097925261]",0.021751278906745188,0.07827290331882378,-0.3934019605434821,0.38888112532707314,0.32623726165879074,-0.010644107511813772,1.0146090583452545
37,2010-02,"[-0.0133495361119674, 0.147567051772489, 0.011473087351404, 0.0130618013999709, -0.0130435474169337, 0.0025722033071918, 0.0050904187874673, 0.0004709675431467, 0.0100688587637342, 0.0178478759082532]","[0.0691050522166995, 0.1535162491060753, 0.1734004019946289, -0.2043870795293113, 0.0511542107709733, 0.0863372822809532, 0.0816023651919649, 0.0297446311441074, -0.0798570762712709, 0.0236506194575866]","[0.0033466052420127, -0.0380053551365634, -0.0718742578273867, 0.0700290498307535, -0.0061307359685849, 0.0410123606431124, 0.0652918254509563, 0.0047145019755575, 0.0632007918802313, 0.0443032683081705]","[-0.0233601191357245, 0.0516487507436096, -0.1421515283955506, 0.036753210653119, 0.0341727029645552, -0.0118360056090305, -0.0433368812068614, 0.0127490473053749, -0.0191984097925261, -0.0196365484249612]",0.023879994804029706,0.13215404610712717,-0.2811187958791355,0.4700459361326805,0.37753718533386105,0.06630577800079163,1.166951593372285
